"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2019,138495174,113389579,5,"C",20,,""
2019,138495173,113389579,49,"C",20,,"F"
2019,138495175,113389580,49,"C",20,,"F"
2019,138495176,113389580,5,"C",20,,""
2019,138495178,113389581,5,"C",20,,""
2019,138495177,113389581,49,"C",20,,"F"
2019,138495179,113389582,41,"C",12,,""
2019,138495180,113389583,49,"C",20,,"N"
2019,138495184,113389586,45,"C",23,,""
2019,138495185,113389587,45,"C",14,,""
2019,138495186,113389588,45,"C",20,,""
2019,138495188,113389590,5,"C",20,,""
2019,138495189,113389591,27,"C",13,,""
2019,138495190,113389592,5,"C",20,,""
2019,138495191,113389593,16,"C",13,,""
2019,138495192,113389594,45,"C",21,,""
2019,138495193,113389595,51,"C",18,,""
2019,138495194,113389596,51,"C",20,,""
2019,138495198,113389599,21,"C",20,,""
2019,138495199,113389600,21,"C",20,,""
2019,138495200,113389601,5,"C",20,,""
2019,138495201,113389602,45,"C",20,,""
2019,138495202,113389603,51,"C",23,,""
2019,138495203,113389604,16,"C",13,,""
2019,138495204,113389605,16,"C",13,,""
2019,138495205,113389606,45,"C",14,,""
2019,138495206,113389607,51,"C",20,,""
2019,138495207,113389608,51,"C",20,,""
2019,138495208,113389609,11,"C",21,,""
2019,138495209,113389610,16,"C",18,,""
2019,138495212,113389612,5,"C",20,,""
2019,138495211,113389612,49,"C",20,,"F"
2019,138495213,113389613,14,"A",13,,""
2019,138495214,113389614,51,"C",20,,""
2019,138495215,113389615,16,"C",13,,""
2019,138495217,113389616,35,"C",13,,""
2019,138495216,113389616,16,"C",13,,""
2019,138495218,113389617,51,"C",8,,""
2019,138495219,113389618,51,"C",8,,""
2019,138495220,113389619,21,"C",20,,""
2019,138495221,113389620,49,"C",20,,"N"
2019,138495222,113389621,23,"C",8,,""
2019,138495223,113389622,45,"C",20,,""
2019,138495224,113389623,45,"C",20,,""
2019,138495225,113389624,14,"C",20,,""
2019,138495226,113389625,14,"C",20,,""
2019,138495227,113389626,56,"C",14,,""
2019,138495228,113389627,5,"C",20,,""
2019,138495229,113389628,27,"C",20,,""
2019,138495230,113389629,41,"C",23,,""
2019,138495231,113389630,21,"C",20,,""
2019,138495232,113389631,49,"C",25,,"N"
2019,138495234,113389632,51,"C",7,,""
2019,138495233,113389632,23,"C",7,,""
2019,138495235,113389633,5,"C",20,,""
2019,138495238,113389635,5,"C",13,,""
2019,138495237,113389635,51,"C",13,,""
2019,138495239,113389636,27,"C",13,,""
2019,138495240,113389637,5,"C",20,,""
2019,138495241,113389638,5,"C",20,,""
2019,138495242,113389639,5,"C",20,,""
2019,138495243,113389640,45,"C",4,,""
2019,138495244,113389641,16,"C",11,,""
2019,138495245,113389642,5,"C",20,,""
2019,138495246,113389643,51,"C",20,,""
2019,138495247,113389644,51,"C",38,,""
2019,138495248,113389645,5,"C",13,,""
2019,138495249,113389646,14,"C",13,,""
2019,138495250,113389646,5,"C",13,,""
2019,138495251,113389647,56,"C",20,,""
2019,138495252,113389648,51,"C",20,,""
2019,138495253,113389648,5,"C",20,,""
2019,138495254,113389649,51,"C",20,,""
2019,138495255,113389650,49,"A",24,,"F"
2019,138495256,113389650,5,"C",24,,""
2019,138495262,113389655,51,"C",20,,""
2019,138495263,113389656,5,"C",20,,""
2019,138495264,113389657,14,"C",30,,""
2019,138495266,113389658,5,"C",7,,""
2019,138495265,113389658,49,"A",7,,"F"
2019,138495267,113389659,41,"C",8,,""
2019,138495268,113389659,45,"C",8,,""
2019,138495269,113389660,23,"C",8,,""
2019,138495270,113389661,14,"C",20,,""
2019,138495271,113389662,14,"C",18,,""
2019,138495272,113389663,45,"C",21,,""
2019,138495273,113389664,5,"C",41,,""
2019,138495274,113389665,45,"C",23,,""
2019,138495275,113389666,51,"C",20,,""
2019,138495276,113389666,5,"C",20,,""
2019,138495277,113389667,5,"C",20,,""
2019,138495278,113389668,45,"C",23,,""
2019,138495281,113389670,5,"C",18,,""
2019,138495282,113389671,45,"C",20,,""
2019,138495284,113389672,51,"C",20,,""
2019,138495283,113389672,45,"C",13,,""
2019,138495285,113389673,45,"C",20,,""
2019,138495286,113389674,23,"C",7,,""
2019,138495287,113389675,45,"C",20,,""
2019,138495288,113389676,16,"C",13,,""
2019,138495289,113389677,5,"C",20,,""
2019,138495290,113389678,5,"C",20,,""
2019,138495291,113389679,23,"C",12,,""
2019,138495292,113389680,49,"C",20,,"N"
2019,138495293,113389681,7,"C",20,,""
2019,138495294,113389682,51,"C",24,,""
2019,138495295,113389683,45,"C",20,,""
2019,138495297,113389685,5,"C",20,,""
2019,138495298,113389686,21,"C",18,,""
2019,138495299,113389687,27,"C",20,,""
2019,138495302,113389688,51,"C",13,,""
2019,138495301,113389688,27,"C",20,,""
2019,138495303,113389688,5,"C",20,,""
2019,138495300,113389688,29,"C",20,,""
2019,138495307,113389690,49,"C",20,,"F"
2019,138495308,113389691,45,"C",23,,""
2019,138495309,113389692,45,"C",23,,""
2019,138495310,113389693,45,"C",20,,""
2019,138495311,113389694,14,"C",20,,""
2019,138495312,113389695,23,"C",8,,""
2019,138495313,113389696,5,"C",18,,""
2019,138495314,113389697,45,"C",20,,""
2019,138495315,113389698,51,"C",13,,""
2019,138495316,113389699,5,"C",20,,""
2019,138495318,113389701,45,"C",13,,""
2019,138495320,113389702,5,"C",20,,""
2019,138495319,113389702,14,"C",20,,""
2019,138495321,113389703,51,"C",13,,""
2019,138495322,113389704,14,"A",20,,""
2019,138495323,113389704,49,"C",20,,"N"
2019,138495325,113389706,27,"C",13,,""
2019,138495326,113389707,41,"C",20,,""
2019,138495329,113389709,27,"C",13,,""
2019,138495330,113389710,23,"C",12,,""
2019,138495331,113389711,40,"C",13,,""
2019,138495332,113389712,14,"C",13,,""
2019,138495333,113389713,45,"C",18,,""
2019,138495335,113389715,49,"C",20,,"N"
2019,138495336,113389716,23,"C",7,,""
2019,138495337,113389717,23,"C",12,,""
2019,138495338,113389718,49,"C",20,,"N"
2019,138495339,113389719,51,"C",38,,""
2019,138495340,113389720,5,"C",20,,""
2019,138495341,113389721,23,"C",12,,""
2019,138495343,113389722,28,"C",12,,""
2019,138495342,113389722,23,"C",12,,""
2019,138495344,113389723,5,"C",20,,""
2019,138495345,113389724,51,"C",3,,""
2019,138495346,113389725,51,"C",13,,""
2019,138495348,113389726,5,"C",20,,""
2019,138495347,113389726,49,"C",20,,"N"
2019,138495349,113389727,51,"C",20,,""
2019,138495350,113389728,27,"C",20,,""
2019,138495351,113389729,51,"C",20,,""
2019,138495352,113389730,23,"C",23,,""
2019,138495353,113389731,51,"C",20,,""
2019,138495354,113389731,5,"C",20,,""
2019,138495355,113389732,44,"C",14,,""
2019,138495356,113389733,45,"C",12,,""
2019,138495357,113389734,5,"C",13,,""
2019,138495358,113389735,14,"C",20,,""
2019,138495360,113389737,14,"C",18,,""
2019,138495361,113389738,36,"C",25,,""
2019,138495364,113389740,5,"C",25,,""
2019,138495365,113389741,45,"C",20,,""
2019,138495366,113389742,41,"C",23,,""
2019,138495367,113389743,44,"C",20,,""
2019,138495368,113389744,45,"C",23,,""
2019,138495369,113389745,49,"C",20,,"N"
2019,138495370,113389745,5,"C",20,,""
2019,138495371,113389746,5,"C",20,,""
2019,138495372,113389747,27,"C",3,,""
2019,138495373,113389748,23,"C",8,,""
2019,138495376,113389750,5,"C",13,,""
2019,138495375,113389750,39,"C",13,,""
2019,138495377,113389751,23,"C",7,,""
2019,138495379,113389752,51,"C",20,,""
2019,138495378,113389752,44,"C",20,,""
2019,138495380,113389752,5,"C",20,,""
2019,138495381,113389753,51,"C",8,,""
2019,138495382,113389754,51,"C",14,,""
2019,138495383,113389755,51,"C",20,,""
2019,138495384,113389756,51,"C",20,,""
2019,138495385,113389757,39,"C",13,,""
2019,138495386,113389758,27,"C",20,,""
2019,138495388,113389759,51,"C",20,,""
2019,138495387,113389759,16,"C",20,,""
2019,138495389,113389760,5,"C",13,,""
2019,138495390,113389761,51,"C",20,,""
2019,138495393,113389763,39,"C",13,,""
2019,138495394,113389764,5,"C",20,,""
2019,138495396,113389766,5,"C",13,,""
2019,138495397,113389767,51,"C",20,,""
2019,138495399,113389769,14,"C",20,,""
2019,138495400,113389770,27,"C",20,,""
2019,138495402,113389770,21,"C",20,,""
2019,138495403,113389770,5,"C",20,,""
2019,138495401,113389770,28,"C",13,,""
2019,138495404,113389771,14,"C",18,,""
2019,138495405,113389771,5,"C",18,,""
2019,138495406,113389772,51,"C",20,,""
2019,138495408,113389774,45,"C",13,,""
2019,138495410,113389775,27,"C",13,,""
2019,138495409,113389775,29,"C",13,,""
2019,138495411,113389776,51,"C",20,,""
2019,138495413,113389778,51,"C",20,,""
2019,138495414,113389779,51,"C",20,,""
2019,138495415,113389779,5,"C",20,,""
2019,138495416,113389780,51,"C",46,,""
2019,138495417,113389781,23,"C",8,,""
2019,138495418,113389782,23,"C",8,,""
2019,138495419,113389783,11,"C",21,,""
2019,138495420,113389783,45,"C",21,,""
2019,138495421,113389784,51,"C",20,,""
2019,138495422,113389785,16,"C",13,,""
2019,138495423,113389786,5,"C",20,,""
2019,138495424,113389787,51,"C",20,,""
2019,138495425,113389788,51,"C",20,,""
2019,138495426,113389788,5,"C",20,,""
2019,138495427,113389789,5,"C",20,,""
2019,138495430,113389791,45,"C",23,,""
2019,138495431,113389792,14,"C",20,,""
2019,138495432,113389793,45,"C",18,,""
2019,138495438,113389797,23,"C",8,,""
2019,138495442,113389799,5,"C",20,,""
2019,138495441,113389799,49,"C",20,,"F"
2019,138495444,113389801,16,"C",13,,""
2019,138495445,113389802,14,"C",13,,""
2019,138495447,113389804,51,"C",18,,""
2019,138495448,113389805,51,"C",20,,""
2019,138495452,113389808,51,"C",18,,""
2019,138495453,113389809,51,"C",13,,""
2019,138495454,113389810,27,"C",20,,""
2019,138495455,113389811,16,"C",13,,""
2019,138495458,113389813,51,"C",46,,""
2019,138495459,113389814,51,"C",20,,""
2019,138495462,113389816,23,"C",8,,""
2019,138495463,113389817,51,"C",20,,""
2019,138495464,113389817,5,"C",20,,""
2019,138495466,113389819,45,"C",8,,""
2019,138495467,113389820,11,"C",20,,""
2019,138495468,113389820,45,"C",23,,""
2019,138495469,113389821,51,"C",20,,""
2019,138495470,113389822,51,"C",20,,""
2019,138495471,113389823,51,"C",20,,""
2019,138495472,113389824,49,"C",20,,"N"
2019,138495474,113389825,5,"C",20,,""
2019,138495473,113389825,49,"C",20,,"F"
2019,138495475,113389826,29,"C",20,,""
2019,138495476,113389826,27,"C",20,,""
2019,138495477,113389827,5,"C",20,,""
2019,138495478,113389828,44,"C",20,,""
2019,138495481,113389829,5,"C",18,,""
2019,138495479,113389829,14,"C",18,,""
2019,138495480,113389829,21,"A",18,,""
2019,138495483,113389830,45,"C",23,,""
2019,138495482,113389830,11,"C",20,,""
2019,138495484,113389831,45,"C",20,,""
2019,138495485,113389832,45,"C",20,,""
2019,138495486,113389833,45,"C",8,,""
2019,138495488,113389834,5,"C",24,,""
2019,138495487,113389834,49,"C",24,,"F"
2019,138495489,113389835,51,"C",13,,""
2019,138495490,113389836,51,"C",20,,""
2019,138495491,113389837,49,"C",20,,"F"
2019,138495492,113389837,5,"C",20,,""
2019,138495494,113389839,51,"C",20,,""
2019,138495497,113389840,5,"C",20,,""
2019,138495495,113389840,45,"C",20,,""
2019,138495496,113389840,49,"C",20,,"N"
2019,138495498,113389841,16,"C",13,,""
2019,138495499,113389842,27,"C",18,,""
2019,138495500,113389843,5,"C",18,,""
2019,138495501,113389844,45,"C",13,,""
2019,138495502,113389845,5,"C",20,,""
2019,138495507,113389848,39,"C",20,,""
2019,138495506,113389848,16,"C",20,,""
2019,138495510,113389850,41,"C",7,,""
2019,138495511,113389851,45,"C",11,,""
2019,138495512,113389852,16,"C",25,,""
2019,138495513,113389852,39,"C",25,,""
2019,138495514,113389853,51,"C",20,,""
2019,138495515,113389854,44,"C",20,,""
2019,138495516,113389855,45,"C",14,,""
2019,138495517,113389856,49,"C",20,,"F"
2019,138495518,113389856,5,"C",20,,""
2019,138495519,113389857,5,"C",20,,""
2019,138495520,113389858,45,"C",13,,""
2019,138495523,113389860,44,"C",20,,""
2019,138495524,113389861,5,"C",6,,""
2019,138495525,113389862,27,"C",13,,""
2019,138495526,113389863,45,"C",46,,""
2019,138495527,113389864,45,"C",12,,""
2019,138495528,113389865,5,"C",20,,""
2019,138495530,113389866,5,"C",20,,""
2019,138495529,113389866,45,"C",20,,""
2019,138495532,113389868,5,"C",13,,""
2019,138495535,113389870,5,"C",20,,""
2019,138495536,113389871,5,"C",20,,""
2019,138495537,113389872,44,"C",20,,""
2019,138495538,113389873,51,"C",20,,""
2019,138495540,113389875,51,"C",18,,""
2019,138495541,113389876,45,"C",46,,""
2019,138495542,113389877,51,"C",20,,""
2019,138495543,113389877,5,"C",20,,""
2019,138495544,113389878,27,"C",13,,""
2019,138495545,113389879,49,"C",20,,"N"
2019,138495546,113389880,51,"C",20,,""
2019,138495547,113389881,51,"C",20,,""
2019,138495550,113389883,51,"C",23,,""
2019,138495551,113389884,5,"C",20,,""
2019,138495552,113389885,21,"C",20,,""
2019,138495553,113389886,23,"C",23,,""
2019,138495554,113389886,44,"C",23,,""
2019,138495555,113389887,51,"C",20,,""
2019,138495557,113389888,5,"C",13,,""
2019,138495556,113389888,51,"C",20,,""
2019,138495558,113389889,45,"C",30,,""
2019,138495559,113389889,5,"C",30,,""
2019,138495560,113389890,49,"C",20,,"N"
2019,138495561,113389891,27,"C",13,,""
2019,138495562,113389892,2,"C",21,,""
2019,138495563,113389893,41,"C",23,,""
2019,138495564,113389894,21,"C",13,,""
2019,138495565,113389895,11,"C",12,,""
2019,138495566,113389896,49,"C",20,,"N"
2019,138495567,113389897,14,"C",18,,""
2019,138495568,113389898,27,"C",13,,""
2019,138495569,113389899,51,"C",18,,""
2019,138495570,113389900,51,"C",20,,""
2019,138495571,113389901,45,"C",23,,""
